,company_name,fund_code,fund_name,number_of_participants,unit_value_change_ytd_pct,bik_pct,predicted_bik_pct,report_date,fund_type,company_short,relative_change
774,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19594,13.463797,0.72,,2024-06-30,1975-1981,Luminor,3.7023783
294,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19684,15.20548,0.72,,2024-09-30,1975-1981,Luminor,1.5350103
726,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19808,22.58317,0.72,,2024-12-31,1975-1981,Luminor,6.403947
916,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19981,-6.0930185,0.72,,2025-03-31,1975-1981,Luminor,-6.0930185
104,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,20042,-3.4589186,0.72,,2025-06-30,1975-1981,Luminor,2.8050065
246,Luminor investicijų valdymas UAB ,LMN-75/81,Luminor 1975–1981 tikslinės grupės pensijų fondas,19799,3.256705,0.72,,2025-09-30,1975-1981,Luminor,6.9562316
678,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26173,-17.542862,1.5,,2020-03-31,1982-1988,Luminor,-17.542862
956,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26110,-5.744698,1.5,,2020-06-30,1982-1988,Luminor,14.308238
462,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26779,-1.5600878,1.5,,2020-09-30,1982-1988,Luminor,4.439652
996,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26483,8.629235,1.5,,2020-12-31,1982-1988,Luminor,10.350811
50,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26227,6.544992,1.34,,2021-03-31,1982-1988,Luminor,6.5449924
814,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25927,12.304585,1.34,,2021-06-30,1982-1988,Luminor,5.4057717
10,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26568,13.538784,1.37,,2021-09-30,1982-1988,Luminor,1.0989785
502,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26228,19.133818,1.37,,2021-12-31,1982-1988,Luminor,4.9278617
542,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25892,-6.1719093,1.23,,2022-03-31,1982-1988,Luminor,-6.1719093
374,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25577,-14.830163,1.23,,2022-06-30,1982-1988,Luminor,-9.227777
334,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26046,-16.249136,1.23,,2022-09-30,1982-1988,Luminor,-1.6660571
192,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25717,-16.32448,1.23,,2022-12-31,1982-1988,Luminor,-0.08995533
632,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25388,2.9564042,1.0223641,,2023-03-31,1982-1988,Luminor,2.9564042
416,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,25182,8.426502,1.0223641,,2023-06-30,1982-1988,Luminor,5.313027
856,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26341,8.531552,1.0223641,,2023-09-30,1982-1988,Luminor,0.09688139
146,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26215,14.759511,1.0223641,,2023-12-31,1982-1988,Luminor,5.7384014
584,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26132,9.4285345,0.72,,2024-03-31,1982-1988,Luminor,9.4285345
768,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,26280,13.475873,0.72,,2024-06-30,1982-1988,Luminor,3.6986113
288,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,27478,15.228194,0.72,,2024-09-30,1982-1988,Luminor,1.5442252
720,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,27697,22.512096,0.72,,2024-12-31,1982-1988,Luminor,6.321287
910,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,27920,-6.014837,0.72,,2025-03-31,1982-1988,Luminor,-6.014837
98,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,28008,-3.3463202,0.72,,2025-06-30,1982-1988,Luminor,2.839291
240,Luminor investicijų valdymas UAB ,LMN-82/88,Luminor 1982–1988 tikslinės grupės pensijų fondas,29303,3.3996904,0.72,,2025-09-30,1982-1988,Luminor,6.979573
673,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17724,-17.522095,1.37,,2020-03-31,1989-1995,Luminor,-17.522095
951,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17633,-5.546096,1.37,,2020-06-30,1989-1995,Luminor,14.520252
457,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18631,-1.2243574,1.37,,2020-09-30,1989-1995,Luminor,4.575503
991,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18396,9.251601,1.37,,2020-12-31,1989-1995,Luminor,10.605812
45,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18068,6.6201572,1.18,,2021-03-31,1989-1995,Luminor,6.6201577
809,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17777,12.364554,1.18,,2021-06-30,1989-1995,Luminor,5.3877234
5,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18537,13.596557,1.37,,2021-09-30,1989-1995,Luminor,1.0964394
497,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18244,19.073772,1.37,,2021-12-31,1989-1995,Luminor,4.8216343
537,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17950,-6.226627,1.23,,2022-03-31,1989-1995,Luminor,-6.226627
369,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17643,-15.120917,1.23,,2022-06-30,1989-1995,Luminor,-9.484875
329,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18486,-16.485914,1.23,,2022-09-30,1989-1995,Luminor,-1.6081691
187,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18220,-16.56694,1.23,,2022-12-31,1989-1995,Luminor,-0.09701252
626,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17874,3.0629015,1.0089419,,2023-03-31,1989-1995,Luminor,3.0629015
410,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,17656,8.479008,1.0089419,,2023-06-30,1989-1995,Luminor,5.255151
850,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,19307,8.568654,1.0089419,,2023-09-30,1989-1995,Luminor,0.08263588
140,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,19079,14.754221,1.0089419,,2023-12-31,1989-1995,Luminor,5.6973815
578,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,18922,9.41996,0.71,,2024-03-31,1989-1995,Luminor,9.41996
762,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,19082,13.384545,0.71,,2024-06-30,1989-1995,Luminor,3.623271
282,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,20776,15.148753,0.71,,2024-09-30,1989-1995,Luminor,1.5559554
714,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,21086,22.277195,0.71,,2024-12-31,1989-1995,Luminor,6.190622
904,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,21262,-6.063994,0.71,,2025-03-31,1989-1995,Luminor,-6.063994
92,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,21213,-3.3487728,0.71,,2025-06-30,1989-1995,Luminor,2.8905034
234,Luminor investicijų valdymas UAB ,LMN-89/95,Luminor 1989–1995 tikslinės grupės pensijų fondas,23095,3.4392803,0.71,,2025-09-30,1989-1995,Luminor,7.023251
668,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,6079,-17.367651,1.2,,2020-03-31,1996-2002,Luminor,-17.367651
946,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,5987,-5.050341,1.2,,2020-06-30,1996-2002,Luminor,14.906157
452,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,8894,-0.7551153,1.2,,2020-09-30,1996-2002,Luminor,4.5236945
986,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,8689,9.946411,1.2,,2020-12-31,1996-2002,Luminor,10.782946
40,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,8461,6.727716,0.97,,2021-03-31,1996-2002,Luminor,6.7277164
804,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,8224,12.39938,1.35,,2021-06-30,1996-2002,Luminor,5.3141356
0,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,10591,13.492356,1.35,,2021-09-30,1996-2002,Luminor,0.972414
492,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,10272,18.83908,1.35,,2021-12-31,1996-2002,Luminor,4.7110915
532,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,9969,-6.0464826,1.2134715,,2022-03-31,1996-2002,Luminor,-6.0464826
364,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,9676,-15.1131,1.2134715,,2022-06-30,1996-2002,Luminor,-9.650117
324,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,13479,-16.517525,1.2134715,,2022-09-30,1996-2002,Luminor,-1.654464
182,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,13118,-16.536167,1.2134715,,2022-12-31,1996-2002,Luminor,-0.0223279
620,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,12687,3.4546943,0.95,,2023-03-31,1996-2002,Luminor,3.4546943
404,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,12304,8.800536,0.95,,2023-06-30,1996-2002,Luminor,5.1673174
844,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,15348,8.897327,0.95,,2023-09-30,1996-2002,Luminor,0.08896589
134,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,14941,15.002605,0.95,,2023-12-31,1996-2002,Luminor,5.6064606
572,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,14666,9.355173,0.7,,2024-03-31,1996-2002,Luminor,9.355173
756,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,14664,13.149035,0.7,,2024-06-30,1996-2002,Luminor,3.4693003
276,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,18402,14.9876995,0.7,,2024-09-30,1996-2002,Luminor,1.6249895
708,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,18502,21.785576,0.7,,2024-12-31,1996-2002,Luminor,5.911827
898,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,13679,-5.9858594,0.7,,2025-03-31,1996-2002,Luminor,-5.9858594
86,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,13518,-3.3703685,0.7,,2025-06-30,1996-2002,Luminor,2.782023
228,Luminor investicijų valdymas UAB ,LMN-96/02,Luminor 1996–2002 tikslinės grupės pensijų fondas,15449,3.4182127,0.7,,2025-09-30,1996-2002,Luminor,7.025361
703,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,940,-5.208919,0.52,,2020-03-31,TIPF,Luminor,-5.208919
981,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1005,-1.2366498,0.52,,2020-06-30,TIPF,Luminor,4.190552
487,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1132,-0.6651677,0.52,,2020-09-30,TIPF,Luminor,0.57863
1021,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas [12],1265,1.2647555,0.52,,2020-12-31,TIPF,Luminor,1.9428492
75,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1284,0.4440744,0.42,,2021-03-31,TIPF,Luminor,0.4440744
839,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1354,1.415487,0.42,,2021-06-30,TIPF,Luminor,0.9671211
35,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1500,1.8225553,0.42,,2021-09-30,TIPF,Luminor,0.40137768
527,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1641,2.1926172,0.42,,2021-12-31,TIPF,Luminor,0.36343336
567,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1652,-4.0014486,0.45601276,,2022-03-31,TIPF,Luminor,-4.0014486
399,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1695,-8.7543,0.45601276,,2022-06-30,TIPF,Luminor,-4.9509583
359,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1847,-10.429114,0.45601276,,2022-09-30,TIPF,Luminor,-1.8354952
217,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1972,-10.764077,0.45601276,,2022-12-31,TIPF,Luminor,-0.37395954
662,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,1947,1.1565385,0.41790557,,2023-03-31,TIPF,Luminor,1.1565385
446,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2022,1.5217612,0.41790557,,2023-06-30,TIPF,Luminor,0.3610611
886,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2190,1.2376992,0.41790557,,2023-09-30,TIPF,Luminor,-0.27980804
176,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2352,5.7624025,0.41790557,,2023-12-31,TIPF,Luminor,4.469383
614,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2363,1.1894485,0.35,,2024-03-31,TIPF,Luminor,1.1894485
798,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2451,1.7362111,0.35,,2024-06-30,TIPF,Luminor,0.54033995
318,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2651,4.585132,0.35,,2024-09-30,TIPF,Luminor,2.8003097
750,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2864,5.9856114,0.35,,2024-12-31,TIPF,Luminor,1.339078
940,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,2926,-1.755815,0.34,,2025-03-31,TIPF,Luminor,-1.755815
128,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,3083,0.5158838,0.34,,2025-06-30,TIPF,Luminor,2.3122907
270,Luminor investicijų valdymas UAB ,LMN-TIPF,Luminor turto išsaugojimo fondas,3350,2.1178386,0.34,,2025-09-30,TIPF,Luminor,1.5937328
894,UAB „SEB investicijų valdymas“,SBN-03/09,SEB 2003-2009 metų tikslinės grupės pensijų kaupimo fondas,1320,-7.8,,,2025-03-31,2003-2009,SEB,-7.8
82,UAB „SEB investicijų valdymas“,SBN-03/09,SEB 2003-2009 metų tikslinės grupės pensijų kaupimo fondas,1369,-5.88,,,2025-06-30,2003-2009,SEB,2.0824313
224,UAB „SEB investicijų valdymas“,SBN-03/09,SEB 2003-2009 metų tikslinės grupės pensijų kaupimo fondas,3011,0.71,,,2025-09-30,2003-2009,SEB,7.001698
700,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,21704,-6.6581073,0.98,,2020-03-31,1954-1960,SEB,-6.658107
978,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,20896,-1.9167278,0.98,,2020-06-30,1954-1960,SEB,5.0795794
484,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,20101,-0.28429934,0.98,,2020-09-30,1954-1960,SEB,1.6643286
1018,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,19826,2.6228907,0.98,,2020-12-31,1954-1960,SEB,2.9154778
72,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,19311,0.795353,0.83,,2021-03-31,1954-1960,SEB,0.795353
836,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,18460,2.5022342,0.83,,2021-06-30,1954-1960,SEB,1.6934156
32,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,17378,2.5201073,0.83,,2021-09-30,1954-1960,SEB,0.017428398
524,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,16345,3.994638,0.83,,2021-12-31,1954-1960,SEB,1.4382839
564,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,16018,-4.726304,0.7083723,,2022-03-31,1954-1960,SEB,-4.726304
396,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,15155,-11.953253,0.7083723,,2022-06-30,1954-1960,SEB,-7.5854597
356,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,13978,-14.282031,0.7083723,,2022-09-30,1954-1960,SEB,-2.6449323
214,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,12689,-13.646129,0.7083723,,2022-12-31,1954-1960,SEB,0.74185133
658,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,12331,1.9504428,0.69,,2023-03-31,1954-1960,SEB,1.9504428
442,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,11406,3.701861,0.69,,2023-06-30,1954-1960,SEB,1.7179132
882,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,10105,3.8013732,0.69,,2023-09-30,1954-1960,SEB,0.09595156
172,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,8828,8.617773,0.69,,2023-12-31,1954-1960,SEB,4.640019
610,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,8486,2.4003665,0.68,,2024-03-31,1954-1960,SEB,2.4003665
794,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,7569,3.5180943,0.68,,2024-06-30,1954-1960,SEB,1.0915279
314,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,6245,5.964269,0.68,,2024-09-30,1954-1960,SEB,2.363038
746,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,4873,8.263857,0.68,,2024-12-31,1954-1960,SEB,2.1701574
936,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,4248,-1.032411,0.65,,2025-03-31,1954-1960,SEB,-1.032411
124,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,3372,0.65160364,0.65,,2025-06-30,1954-1960,SEB,1.7015815
266,UAB „SEB investicijų valdymas“,SBN-54/60,SEB 1954–1960 metų tikslinės grupės pensijų kaupimo fondas,1986,2.8010492,0.65,,2025-09-30,1954-1960,SEB,2.135539
695,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46489,-12.80661,1.14,,2020-03-31,1961-1967,SEB,-12.806611
973,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46456,-4.432395,1.14,,2020-06-30,1961-1967,SEB,9.604192
479,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46615,-1.4114811,1.14,,2020-09-30,1961-1967,SEB,3.161025
1013,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47636,4.3893623,1.14,,2020-12-31,1961-1967,SEB,5.8838844
67,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47210,3.825542,0.87,,2021-03-31,1961-1967,SEB,3.825542
831,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47165,7.461456,0.87,,2021-06-30,1961-1967,SEB,3.5019398
27,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47191,7.90667,0.87,,2021-09-30,1961-1967,SEB,0.4143119
519,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47249,12.4082775,0.87,,2021-12-31,1961-1967,SEB,4.171753
559,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47187,-4.73082,0.7350383,,2022-03-31,1961-1967,SEB,-4.73082
391,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47160,-13.275635,0.7350383,,2022-06-30,1961-1967,SEB,-8.969128
351,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47044,-14.419833,0.7350383,,2022-09-30,1961-1967,SEB,-1.3193488
209,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47078,-14.119114,0.7350383,,2022-12-31,1961-1967,SEB,0.3513813
652,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,47024,2.7244,0.74,,2023-03-31,1961-1967,SEB,2.7244
436,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46957,5.5342045,0.74,,2023-06-30,1961-1967,SEB,2.735293
876,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46851,5.525664,0.74,,2023-09-30,1961-1967,SEB,-0.008100271
166,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46810,10.829277,0.74,,2023-12-31,1961-1967,SEB,5.0259113
604,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46740,3.6372042,0.7,0.7,2024-03-31,1961-1967,SEB,3.6372044
788,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46737,5.3170996,0.7,0.7,2024-06-30,1961-1967,SEB,1.6209364
308,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46630,7.7675886,0.7,0.7,2024-09-30,1961-1967,SEB,2.3267746
740,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46592,10.957849,0.7,0.7,2024-12-31,1961-1967,SEB,2.9603124
930,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46473,-2.0973678,0.67,0.67,2025-03-31,1961-1967,SEB,-2.0973678
118,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46382,-0.06944927,0.67,0.67,2025-06-30,1961-1967,SEB,2.0713568
260,UAB „SEB investicijų valdymas“,SBN-61/67,SEB 1961–1967 metų tikslinės grupės pensijų kaupimo fondas,46082,2.5835128,0.67,0.67,2025-09-30,1961-1967,SEB,2.6548147
690,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,52362,-16.866203,1.2,,2020-03-31,1968-1974,SEB,-16.866203
968,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,52337,-6.0912476,1.2,,2020-06-30,1968-1974,SEB,12.960982
474,UAB „SEB investicijų valdymas“,SBN-68/74,SEB 1968–1974 metų tikslinės grupės pensijų kaupimo fondas,52569,-2.1355767,1.2,,2020-09-30,1968-1974,SEB,4.2122483
