,company_name,fund_code,fund_name,number_of_participants,unit_value_change_ytd_pct,bik_pct,predicted_bik_pct,report_date,fund_type,company_short,relative_change
706,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3007,-5.122621,0.2268,,2020-03-31,TIPF,Swedbank,-5.122621
984,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3003,-1.7896032,0.2268,,2020-06-30,TIPF,Swedbank,3.5129666
490,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3380,0.23672001,0.2268,,2020-09-30,TIPF,Swedbank,2.0632505
1024,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3779,2.793296,0.2268,,2020-12-31,TIPF,Swedbank,2.5505424
78,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3717,1.2619749,0.2225,,2021-03-31,TIPF,Swedbank,1.2619749
842,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,3833,2.2936625,0.2225,,2021-06-30,TIPF,Swedbank,1.0188222
38,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,4368,2.7266028,0.2225,,2021-09-30,TIPF,Swedbank,0.42324066
530,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,4931,3.620118,0.2225,,2021-12-31,TIPF,Swedbank,0.8698106
570,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,4687,-4.6137433,0.2241,0.2241,2022-03-31,TIPF,Swedbank,-4.6137433
402,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,4719,-10.560939,0.2241,0.2241,2022-06-30,TIPF,Swedbank,-6.2348547
362,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,5190,-12.294426,0.2241,0.2241,2022-09-30,TIPF,Swedbank,-1.9381702
220,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,5708,-11.441017,0.2241,0.2241,2022-12-31,TIPF,Swedbank,0.9730339
665,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,5316,1.9172857,0.2271,0.2271,2023-03-31,TIPF,Swedbank,1.9172857
449,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,5569,3.7843807,0.2271,0.2271,2023-06-30,TIPF,Swedbank,1.8319726
889,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,6143,3.5936558,0.2271,0.2271,2023-09-30,TIPF,Swedbank,-0.18376708
179,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,6825,8.562537,0.2271,0.2271,2023-12-31,TIPF,Swedbank,4.796517
617,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,6885,1.72908,0.2264,0.2264,2024-03-31,TIPF,Swedbank,1.7290798
801,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,7326,2.1359224,0.2264,0.2264,2024-06-30,TIPF,Swedbank,0.39992332
321,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,8093,5.214979,0.2264,0.2264,2024-09-30,TIPF,Swedbank,3.0146718
753,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,8822,6.7313914,0.2264,0.2264,2024-12-31,TIPF,Swedbank,1.4412522
943,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,8389,-1.8366109,0.2208,0.2208,2025-03-31,TIPF,Swedbank,-1.8366109
131,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,8997,0.2945508,0.2208,0.2208,2025-06-30,TIPF,Swedbank,2.1710396
273,UAB „Swedbank investicijų valdymas“,SWD-TIPF,Swedbank turto išsaugojimo pensijų fondas,10283,1.1868665,0.2208,0.2208,2025-09-30,TIPF,Swedbank,0.8896947
